Zeit:	Istwert Durchfluss	Totalisator	Alarm Nr. 1	
				
27.07.2020 11:32:25,853	0	0,0580351	0	
27.07.2020 11:32:26,115	0	0,0580351	0	
27.07.2020 11:32:26,370	0	0,0580351	0	
27.07.2020 11:32:26,641	0	0,0580351	0	
27.07.2020 11:32:26,905	0	0,0580351	0	
27.07.2020 11:32:27,166	0	0,0580351	0	
27.07.2020 11:32:27,435	0	0,0580351	0	
27.07.2020 11:32:27,702	0	0,0580351	0	
27.07.2020 11:32:27,972	0	0,0580351	0	
27.07.2020 11:32:28,225	0	0,0580351	0	
27.07.2020 11:32:28,487	0	0,0580351	0	
27.07.2020 11:32:28,751	0	0,0580351	0	
27.07.2020 11:32:29,23	0	0,0580351	0	
27.07.2020 11:32:29,283	0	0,0580351	0	
27.07.2020 11:32:29,549	0	0,0580351	0	
27.07.2020 11:32:29,805	0	0,0580351	0	
27.07.2020 11:32:30,67	0	0,0580351	0	
27.07.2020 11:32:30,340	0	0,0580351	0	
27.07.2020 11:32:30,601	0	0,0580351	0	
27.07.2020 11:32:30,872	0	0,0580351	0	
27.07.2020 11:32:31,134	0	0,0580351	0	
27.07.2020 11:32:31,394	0	0,0580351	0	
27.07.2020 11:32:31,653	0	0,0580351	0	
27.07.2020 11:32:31,920	0	0,0580351	0	
27.07.2020 11:32:32,187	0	0,0580351	0	
27.07.2020 11:32:32,456	0	0,0580351	0	
27.07.2020 11:32:32,721	0	0,0580351	0	
27.07.2020 11:32:32,983	0	0,0580351	0	
27.07.2020 11:32:33,241	0	0,0580351	0	
27.07.2020 11:32:33,493	0	0,0580351	0	
27.07.2020 11:32:33,763	0	0,0580351	0	
27.07.2020 11:32:34,29	0,002349213	0,05842909	0	
27.07.2020 11:32:34,299	0,5729002	0,06855652	0	
27.07.2020 11:32:34,556	1,129767	0,07851098	0	
27.07.2020 11:32:34,825	1,269523	0,08542211	0	
27.07.2020 11:32:35,95	0,1369927	0,08691733	0	
27.07.2020 11:32:35,348	0	0,08691733	0	
27.07.2020 11:32:35,616	0	0,08691733	0	
27.07.2020 11:32:35,886	0	0,08691733	0	
27.07.2020 11:32:36,155	0	0,08691733	0	
27.07.2020 11:32:36,428	0	0,08691733	0	
27.07.2020 11:32:36,697	0	0,08691733	0	
27.07.2020 11:32:36,959	0	0,08691733	0	
27.07.2020 11:32:37,222	0	0,08691733	0	
27.07.2020 11:32:37,491	0	0,08691733	0	
27.07.2020 11:32:37,763	0	0,08691733	0	
27.07.2020 11:32:38,31	0	0,08691733	0	
27.07.2020 11:32:38,288	0	0,08691733	0	
27.07.2020 11:32:38,558	0	0,08691733	0	
27.07.2020 11:32:38,812	0	0,08691733	0	
27.07.2020 11:32:39,81	0	0,08691733	0	
27.07.2020 11:32:39,340	0	0,08691733	0	
27.07.2020 11:32:39,596	0	0,08691733	0	
27.07.2020 11:32:39,865	0	0,08691733	0	
27.07.2020 11:32:40,118	0	0,08691733	0	
27.07.2020 11:32:40,379	0	0,08691733	0	
27.07.2020 11:32:40,635	0	0,08691733	0	
27.07.2020 11:32:40,902	0	0,08691733	0	
27.07.2020 11:32:41,156	0	0,08691733	0	
27.07.2020 11:32:41,422	0	0,08691733	0	
27.07.2020 11:32:41,692	0	0,08691733	0	
27.07.2020 11:32:41,948	0	0,08691733	0	
27.07.2020 11:32:42,217	0	0,08691733	0	
27.07.2020 11:32:42,479	0	0,08691733	0	
27.07.2020 11:32:42,746	0	0,08691733	0	
27.07.2020 11:32:43,15	0	0,08691733	0	
27.07.2020 11:32:43,282	0	0,08691733	0	
27.07.2020 11:32:43,539	0	0,08691733	0	
27.07.2020 11:32:43,797	0	0,08691733	0	
27.07.2020 11:32:44,49	0	0,08691733	0	
27.07.2020 11:32:44,306	0	0,08701476	0	
27.07.2020 11:32:44,576	0,5229811	0,09673642	0	
27.07.2020 11:32:44,833	1,090936	0,1067893	0	
27.07.2020 11:32:45,86	1,404865	0,1141382	0	
27.07.2020 11:32:45,352	0,1857191	0,1156829	0	
27.07.2020 11:32:45,610	0	0,1157333	0	
27.07.2020 11:32:45,861	0	0,1157333	0	
27.07.2020 11:32:46,121	0	0,1157333	0	
27.07.2020 11:32:46,389	0	0,1157333	0	
27.07.2020 11:32:46,643	0	0,1157333	0	
27.07.2020 11:32:46,914	0	0,1157333	0	
27.07.2020 11:32:47,175	0	0,1157333	0	
27.07.2020 11:32:47,430	0	0,1157333	0	
27.07.2020 11:32:47,701	0	0,1157333	0	
27.07.2020 11:32:47,968	0	0,1157333	0	
27.07.2020 11:32:48,237	0	0,1157333	0	
27.07.2020 11:32:48,491	0	0,1157333	0	
27.07.2020 11:32:48,753	0	0,1157333	0	
27.07.2020 11:32:49,6	0	0,1157333	0	
27.07.2020 11:32:49,258	0	0,1157333	0	
27.07.2020 11:32:49,510	0	0,1157333	0	
27.07.2020 11:32:49,770	0	0,1157333	0	
27.07.2020 11:32:50,31	0	0,1157333	0	
27.07.2020 11:32:50,286	0	0,1157333	0	
27.07.2020 11:32:50,551	0	0,1157333	0	
27.07.2020 11:32:50,821	0	0,1157333	0	
27.07.2020 11:32:51,78	0	0,1157333	0	
27.07.2020 11:32:51,336	0	0,1157333	0	
27.07.2020 11:32:51,594	0	0,1157333	0	
27.07.2020 11:32:51,859	0	0,1157333	0	
27.07.2020 11:32:52,119	0	0,1157333	0	
27.07.2020 11:32:52,372	0	0,1157333	0	
27.07.2020 11:32:52,630	0	0,1157333	0	
27.07.2020 11:32:52,882	0	0,1157333	0	
27.07.2020 11:32:53,150	0	0,1157333	0	
27.07.2020 11:32:53,402	0	0,1157333	0	
27.07.2020 11:32:53,673	0	0,1157333	0	
27.07.2020 11:32:53,942	0	0,1157333	0	
27.07.2020 11:32:54,206	0	0,1157333	0	
27.07.2020 11:32:54,469	0	0,1157333	0	
27.07.2020 11:32:54,738	0,3267576	0,1221734	0	
27.07.2020 11:32:54,999	0,9256222	0,1319138	0	
27.07.2020 11:32:55,257	1,410756	0,1412648	0	
27.07.2020 11:32:55,519	0,5605176	0,1447762	0	
27.07.2020 11:32:55,791	0	0,1452634	0	
27.07.2020 11:32:56,63	0	0,1452634	0	
27.07.2020 11:32:56,326	0	0,1452634	0	
27.07.2020 11:32:56,596	0	0,1452634	0	
27.07.2020 11:32:56,859	0	0,1452634	0	
27.07.2020 11:32:57,127	0	0,1452634	0	
27.07.2020 11:32:57,391	0	0,1452634	0	
27.07.2020 11:32:57,656	0	0,1452634	0	
27.07.2020 11:32:57,912	0	0,1452634	0	
27.07.2020 11:32:58,165	0	0,1452634	0	
27.07.2020 11:32:58,432	0	0,1452634	0	
27.07.2020 11:32:58,700	0	0,1452634	0	
27.07.2020 11:32:58,967	0	0,1452634	0	
27.07.2020 11:32:59,220	0	0,1452634	0	
27.07.2020 11:32:59,483	0	0,1452634	0	
27.07.2020 11:32:59,744	0	0,1452634	0	
27.07.2020 11:33:00,0	0	0,1452634	0	
27.07.2020 11:33:00,271	0	0,1452634	0	
27.07.2020 11:33:00,526	0	0,1452634	0	
27.07.2020 11:33:00,792	0	0,1452634	0	
27.07.2020 11:33:01,62	0	0,1452634	0	
27.07.2020 11:33:01,334	0	0,1452634	0	
27.07.2020 11:33:01,589	0	0,1452634	0	
27.07.2020 11:33:01,856	0	0,1452634	0	
27.07.2020 11:33:02,127	0,08590984	0,1464493	0	
27.07.2020 11:33:02,381	0,171087	0,1476685	0	
27.07.2020 11:33:02,642	0,211484	0,1486785	0	
27.07.2020 11:33:02,894	0,2132206	0,1495842	0	
27.07.2020 11:33:03,159	0,2072015	0,1504234	0	
27.07.2020 11:33:03,422	0,1984479	0,1512362	0	
27.07.2020 11:33:03,688	0,1952736	0,1521283	0	
27.07.2020 11:33:03,946	0,1948998	0,152973	0	
27.07.2020 11:33:04,214	0,1967004	0,1538453	0	
27.07.2020 11:33:04,479	0,1987741	0,1547254	0	
27.07.2020 11:33:04,744	0,2027127	0,1557232	0	
27.07.2020 11:33:05,5	0,6021891	0,1615128	0	
27.07.2020 11:33:05,256	1,136377	0,1693388	0	
27.07.2020 11:33:05,515	1,580345	0,1773795	0	
27.07.2020 11:33:05,775	1,614483	0,1842193	0	
27.07.2020 11:33:06,27	1,335068	0,1877729	0	
27.07.2020 11:33:06,299	0,7656116	0,1888558	0	
27.07.2020 11:33:06,565	0	0,1888644	0	
27.07.2020 11:33:06,835	0	0,1888644	0	
27.07.2020 11:33:07,86	0	0,1888644	0	
27.07.2020 11:33:07,354	0	0,1888644	0	
27.07.2020 11:33:07,621	0	0,1888644	0	
27.07.2020 11:33:07,872	0	0,1888644	0	
27.07.2020 11:33:08,135	0	0,1888644	0	
27.07.2020 11:33:08,393	0	0,1888644	0	
27.07.2020 11:33:08,645	0	0,1888644	0	
27.07.2020 11:33:08,912	0	0,1888644	0	
27.07.2020 11:33:09,172	0	0,1891785	0	
27.07.2020 11:33:09,429	0,1795629	0,1912199	0	
27.07.2020 11:33:09,700	0,2829563	0,1929613	0	
27.07.2020 11:33:09,970	0,3018993	0,1942557	0	
27.07.2020 11:33:10,225	0,2792339	0,1952821	0	
27.07.2020 11:33:10,481	0,2393076	0,1961188	0	
27.07.2020 11:33:10,734	0,1844444	0,19686	0	
