Zeit:	Istwert Durchfluss	Totalisator	Alarm Nr. 1	
28.07.2020 08:40:39,73	0	0,08793255	0	
28.07.2020 08:40:39,343	0	0,08793255	0	
28.07.2020 08:40:39,599	0	0,08793255	0	
28.07.2020 08:40:39,857	0	0,08793255	0	
28.07.2020 08:40:40,123	0	0,08793255	0	
28.07.2020 08:40:40,374	0	0,08793255	0	
28.07.2020 08:40:40,628	0	0,08793255	0	
28.07.2020 08:40:40,893	0	0,08793255	0	
28.07.2020 08:40:41,167	0	0,08793255	0	
28.07.2020 08:40:41,418	0	0,08793255	0	
28.07.2020 08:40:41,669	0	0,08793255	0	
28.07.2020 08:40:41,930	0	0,08793255	0	
28.07.2020 08:40:42,202	0	0,08793255	0	
28.07.2020 08:40:42,454	0	0,08793255	0	
28.07.2020 08:40:42,708	0	0,08793255	0	
28.07.2020 08:40:42,977	0	0,08793255	0	
28.07.2020 08:40:43,243	0	0,08793255	0	
28.07.2020 08:40:43,515	0	0,08793255	0	
28.07.2020 08:40:43,784	0,01418089	0,0894061	0	
28.07.2020 08:40:44,55	0,6631983	0,09943781	0	
28.07.2020 08:40:44,307	1,206696	0,1090258	0	
28.07.2020 08:40:44,579	1,17509	0,1153423	0	
28.07.2020 08:40:44,832	0,2108893	0,1169	0	
28.07.2020 08:40:45,97	0	0,1169744	0	
28.07.2020 08:40:45,361	0	0,1169744	0	
28.07.2020 08:40:45,634	0	0,1169744	0	
28.07.2020 08:40:45,884	0	0,1169744	0	
28.07.2020 08:40:46,142	0	0,1169744	0	
28.07.2020 08:40:46,417	0	0,1169744	0	
28.07.2020 08:40:46,668	0	0,1169744	0	
28.07.2020 08:40:46,920	0	0,1169744	0	
28.07.2020 08:40:47,186	0	0,1169744	0	
28.07.2020 08:40:47,457	0	0,1169744	0	
28.07.2020 08:40:47,722	0	0,1169744	0	
28.07.2020 08:40:47,985	0	0,1169744	0	
28.07.2020 08:40:48,256	0	0,1169744	0	
28.07.2020 08:40:48,531	0	0,1169744	0	
28.07.2020 08:40:48,800	0	0,1169744	0	
28.07.2020 08:40:49,65	0	0,1169744	0	
28.07.2020 08:40:49,334	0	0,1169744	0	
28.07.2020 08:40:49,596	0	0,1169744	0	
28.07.2020 08:40:49,866	0	0,1169744	0	
28.07.2020 08:40:50,123	0	0,1169744	0	
28.07.2020 08:40:50,382	0	0,1169744	0	
28.07.2020 08:40:50,638	0	0,1169744	0	
28.07.2020 08:40:50,901	0,01162133	0,1176193	0	
28.07.2020 08:40:51,154	0,1669346	0,1191728	0	
28.07.2020 08:40:51,413	0,2561737	0,1207012	0	
28.07.2020 08:40:51,681	0,2844858	0,1219504	0	
28.07.2020 08:40:51,944	0,2744519	0,1230379	0	
28.07.2020 08:40:52,213	0,2510383	0,1240913	0	
28.07.2020 08:40:52,487	0,2183912	0,1250042	0	
28.07.2020 08:40:52,747	0,2093667	0,1259045	0	
28.07.2020 08:40:53,13	0,2096924	0,1268882	0	
28.07.2020 08:40:53,307	0,2112731	0,1278906	0	
28.07.2020 08:40:53,570	0,2147574	0,1289266	0	
28.07.2020 08:40:53,840	0,2176599	0,1298964	0	
28.07.2020 08:40:54,91	0,3731062	0,1331733	0	
28.07.2020 08:40:54,356	0,976195	0,1415281	0	
28.07.2020 08:40:54,626	1,466691	0,1495484	0	
28.07.2020 08:40:54,893	1,618953	0,1581113	0	
28.07.2020 08:40:55,151	1,431723	0,1621844	0	
28.07.2020 08:40:55,405	0,965863	0,1635069	0	
28.07.2020 08:40:55,660	0	0,1636198	0	
28.07.2020 08:40:55,917	0	0,1636198	0	
28.07.2020 08:40:56,170	0	0,1636198	0	
28.07.2020 08:40:56,437	0	0,1636198	0	
28.07.2020 08:40:56,701	0	0,1636198	0	
28.07.2020 08:40:56,954	0	0,1636198	0	
28.07.2020 08:40:57,206	0	0,1636198	0	
28.07.2020 08:40:57,476	0	0,1636198	0	
28.07.2020 08:40:57,743	0	0,1636198	0	
28.07.2020 08:40:58,14	0,01377595	0,1643685	0	
28.07.2020 08:40:58,280	0,1996762	0,166382	0	
28.07.2020 08:40:58,533	0,3055606	0,1680533	0	
28.07.2020 08:40:58,807	0,3226965	0,1695116	0	
28.07.2020 08:40:59,61	0,297884	0,1704948	0	
28.07.2020 08:40:59,341	0,2485099	0,1714649	0	
28.07.2020 08:40:59,609	0,1904192	0,1722817	0	
28.07.2020 08:40:59,878	0,1935888	0,1732695	0	
28.07.2020 08:41:00,144	0,2285246	0,1745043	0	
