Zeit:	Istwert Durchfluss	Totalisator	Alarm Nr. 1	
				
28.07.2020 09:45:12,467	0	0,02908566	0	
28.07.2020 09:45:12,732	0	0,02908566	0	
28.07.2020 09:45:12,987	0	0,02908566	0	
28.07.2020 09:45:13,251	0	0,02908566	0	
28.07.2020 09:45:13,525	0	0,02908566	0	
28.07.2020 09:45:13,794	0	0,02908566	0	
28.07.2020 09:45:14,65	0	0,02908566	0	
28.07.2020 09:45:14,323	0	0,02908566	0	
28.07.2020 09:45:14,574	0	0,02908566	0	
28.07.2020 09:45:14,837	0	0,02908566	0	
28.07.2020 09:45:15,93	0	0,02908566	0	
28.07.2020 09:45:15,361	0	0,02908566	0	
28.07.2020 09:45:15,634	0	0,02908566	0	
28.07.2020 09:45:15,906	0	0,02908566	0	
28.07.2020 09:45:16,170	0	0,02908566	0	
28.07.2020 09:45:16,434	0	0,02908566	0	
28.07.2020 09:45:16,698	0	0,02908566	0	
28.07.2020 09:45:16,960	0	0,02908566	0	
28.07.2020 09:45:17,232	0	0,02908566	0	
28.07.2020 09:45:17,495	0	0,02908566	0	
28.07.2020 09:45:17,759	0	0,02908566	0	
28.07.2020 09:45:18,31	0	0,02908566	0	
28.07.2020 09:45:18,320	0	0,02908566	0	
28.07.2020 09:45:18,571	0	0,02908566	0	
28.07.2020 09:45:18,835	0,005531056	0,03025046	0	
28.07.2020 09:45:19,96	0,5904936	0,03921612	0	
28.07.2020 09:45:19,352	1,138004	0,04911444	0	
28.07.2020 09:45:19,624	1,341046	0,05669254	0	
28.07.2020 09:45:19,879	0,1791627	0,05816858	0	
28.07.2020 09:45:20,132	0	0,05817825	0	
28.07.2020 09:45:20,404	0	0,05817825	0	
28.07.2020 09:45:20,664	0	0,05817825	0	
28.07.2020 09:45:20,936	0	0,05817825	0	
28.07.2020 09:45:21,187	0	0,05817825	0	
28.07.2020 09:45:21,452	0	0,05817825	0	
28.07.2020 09:45:21,716	0	0,05817825	0	
28.07.2020 09:45:21,987	0	0,05817825	0	
28.07.2020 09:45:22,258	0	0,05817825	0	
28.07.2020 09:45:22,517	0	0,05817825	0	
28.07.2020 09:45:22,783	0	0,05817825	0	
28.07.2020 09:45:23,42	0	0,05817825	0	
28.07.2020 09:45:23,293	0	0,05817825	0	
28.07.2020 09:45:23,554	0	0,05817825	0	
28.07.2020 09:45:23,820	0	0,05817825	0	
28.07.2020 09:45:24,84	0	0,05817825	0	
28.07.2020 09:45:24,361	0	0,05817825	0	
28.07.2020 09:45:24,627	0	0,05817825	0	
28.07.2020 09:45:24,889	0	0,05817825	0	
28.07.2020 09:45:25,149	0	0,05817825	0	
28.07.2020 09:45:25,420	0	0,05817825	0	
28.07.2020 09:45:25,674	0	0,05817825	0	
28.07.2020 09:45:25,930	0	0,05817825	0	
28.07.2020 09:45:26,194	0	0,05817825	0	
28.07.2020 09:45:26,459	0	0,05817825	0	
28.07.2020 09:45:26,723	0	0,05817825	0	
28.07.2020 09:45:26,991	0	0,05817825	0	
28.07.2020 09:45:27,241	0	0,05817825	0	
28.07.2020 09:45:27,514	0	0,05817825	0	
28.07.2020 09:45:27,787	0	0,05817825	0	
28.07.2020 09:45:28,39	0	0,05817825	0	
28.07.2020 09:45:28,310	0	0,05817825	0	
28.07.2020 09:45:28,573	0	0,05817825	0	
28.07.2020 09:45:28,832	0	0,05817825	0	
28.07.2020 09:45:29,98	0	0,0583878	0	
28.07.2020 09:45:29,357	0,4904481	0,06725018	0	
28.07.2020 09:45:29,625	1,058849	0,07692624	0	
28.07.2020 09:45:29,896	1,469877	0,08527645	0	
28.07.2020 09:45:30,148	0,2838023	0,08727517	0	
28.07.2020 09:45:30,417	0	0,08737493	0	
28.07.2020 09:45:30,691	0	0,08737493	0	
28.07.2020 09:45:30,962	0	0,08737493	0	
28.07.2020 09:45:31,220	0	0,08737493	0	
28.07.2020 09:45:31,487	0	0,08737493	0	
28.07.2020 09:45:31,745	0	0,08737493	0	
28.07.2020 09:45:31,997	0	0,08737493	0	
28.07.2020 09:45:32,249	0	0,08737493	0	
28.07.2020 09:45:32,512	0	0,08737493	0	
28.07.2020 09:45:32,768	0	0,08737493	0	
28.07.2020 09:45:33,41	0	0,08737493	0	
28.07.2020 09:45:33,313	0	0,08737493	0	
28.07.2020 09:45:33,586	0	0,08737493	0	
28.07.2020 09:45:33,856	0	0,08737493	0	
28.07.2020 09:45:34,127	0	0,08737493	0	
28.07.2020 09:45:34,400	0	0,08737493	0	
28.07.2020 09:45:34,666	0	0,08737493	0	
28.07.2020 09:45:34,928	0	0,08737493	0	
28.07.2020 09:45:35,200	0	0,08737493	0	
28.07.2020 09:45:35,468	0	0,08737493	0	
28.07.2020 09:45:35,738	0	0,08737493	0	
28.07.2020 09:45:36,3	0	0,08737493	0	
28.07.2020 09:45:36,268	0	0,08737493	0	
28.07.2020 09:45:36,534	0	0,08737493	0	
28.07.2020 09:45:36,792	0	0,08737493	0	
28.07.2020 09:45:37,54	0	0,08737493	0	
28.07.2020 09:45:37,313	0	0,08737493	0	
28.07.2020 09:45:37,569	0	0,08737493	0	
28.07.2020 09:45:37,830	0	0,08737493	0	
28.07.2020 09:45:38,102	0	0,08737493	0	
28.07.2020 09:45:38,365	0	0,08737493	0	
28.07.2020 09:45:38,618	0	0,08737493	0	
28.07.2020 09:45:38,885	0	0,08737493	0	
28.07.2020 09:45:39,144	0	0,08737493	0	
28.07.2020 09:45:39,414	0,00241261	0,08823863	0	
28.07.2020 09:45:39,684	0,5728965	0,09785872	0	
28.07.2020 09:45:39,952	1,164782	0,1085285	0	
28.07.2020 09:45:40,225	1,226103	0,1152841	0	
28.07.2020 09:45:40,497	0,139351	0,1167586	0	
28.07.2020 09:45:40,771	0	0,1167586	0	
28.07.2020 09:45:41,42	0	0,1167586	0	
28.07.2020 09:45:41,313	0	0,1167586	0	
28.07.2020 09:45:41,564	0	0,1167586	0	
28.07.2020 09:45:41,818	0	0,1167586	0	
28.07.2020 09:45:42,77	0	0,1167586	0	
28.07.2020 09:45:42,351	0	0,1167586	0	
28.07.2020 09:45:42,613	0	0,1167586	0	
28.07.2020 09:45:42,882	0	0,1167586	0	
28.07.2020 09:45:43,148	0	0,1167586	0	
28.07.2020 09:45:43,422	0	0,1167586	0	
28.07.2020 09:45:43,687	0	0,1167586	0	
28.07.2020 09:45:43,938	0	0,1167586	0	
28.07.2020 09:45:44,189	0	0,1167586	0	
28.07.2020 09:45:44,460	0	0,1167586	0	
28.07.2020 09:45:44,727	0	0,1167586	0	
28.07.2020 09:45:44,981	0	0,1167586	0	
28.07.2020 09:45:45,236	0	0,1167586	0	
28.07.2020 09:45:45,488	0	0,1167586	0	
28.07.2020 09:45:45,754	0	0,1167586	0	
28.07.2020 09:45:46,22	0	0,1167586	0	
28.07.2020 09:45:46,273	0	0,1167586	0	
28.07.2020 09:45:46,524	0	0,1167586	0	
28.07.2020 09:45:46,796	0	0,1167586	0	
28.07.2020 09:45:47,56	0	0,1167586	0	
28.07.2020 09:45:47,310	0	0,1167586	0	
28.07.2020 09:45:47,571	0	0,1167586	0	
28.07.2020 09:45:47,842	0	0,1167586	0	
28.07.2020 09:45:48,106	0	0,1167586	0	
28.07.2020 09:45:48,361	0	0,1167586	0	
28.07.2020 09:45:48,625	0	0,1167586	0	
28.07.2020 09:45:48,899	0	0,1167586	0	
28.07.2020 09:45:49,159	0	0,1167586	0	
28.07.2020 09:45:49,426	0	0,1169271	0	
28.07.2020 09:45:49,687	0,2326617	0,120706	0	
28.07.2020 09:45:49,952	0,9684173	0,1287822	0	
28.07.2020 09:45:50,213	1,504832	0,1359627	0	
28.07.2020 09:45:50,483	1,61881	0,144099	0	
28.07.2020 09:45:50,750	1,378326	0,1481933	0	
28.07.2020 09:45:51,11	0,822245	0,1492439	0	
28.07.2020 09:45:51,281	0	0,149279	0	
28.07.2020 09:45:51,553	0	0,149279	0	
28.07.2020 09:45:51,819	0	0,149279	0	
28.07.2020 09:45:52,91	0	0,149279	0	
28.07.2020 09:45:52,355	0	0,149279	0	
28.07.2020 09:45:52,607	0	0,149279	0	
28.07.2020 09:45:52,872	0	0,149279	0	
28.07.2020 09:45:53,143	0	0,149279	0	
28.07.2020 09:45:53,396	0	0,149279	0	
28.07.2020 09:45:53,649	0	0,149279	0	
28.07.2020 09:45:53,913	0	0,149279	0	
28.07.2020 09:45:54,184	0	0,149279	0	
28.07.2020 09:45:54,455	0	0,149279	0	
28.07.2020 09:45:54,721	0	0,149279	0	
28.07.2020 09:45:54,977	0	0,149279	0	
28.07.2020 09:45:55,233	0	0,149279	0	
28.07.2020 09:45:55,487	0	0,149279	0	
28.07.2020 09:45:55,755	0,1017079	0,1506601	0	
28.07.2020 09:45:56,23	0,2045241	0,152147	0	
28.07.2020 09:45:56,296	0,2321133	0,1532645	0	
28.07.2020 09:45:56,567	0,1652892	0,1540135	0	
28.07.2020 09:45:56,827	0,1289236	0,15457	0	
28.07.2020 09:45:57,95	0,1187353	0,1550129	0	
28.07.2020 09:45:57,363	0,1057866	0,1554603	0	
28.07.2020 09:45:57,633	0,1024344	0,1559406	0	
28.07.2020 09:45:57,904	0,1055015	0,1564321	0	
28.07.2020 09:45:58,155	0,1174045	0,1570168	0	
28.07.2020 09:45:58,405	0,1489287	0,1576828	0	
28.07.2020 09:45:58,665	0,2075152	0,1586277	0	
28.07.2020 09:45:58,937	0,2140479	0,1596184	0	
28.07.2020 09:45:59,191	0,2241102	0,1606462	0	
28.07.2020 09:45:59,442	0,232542	0,1616022	0	
28.07.2020 09:45:59,706	0,2330064	0,1626102	0	
28.07.2020 09:45:59,957	0,2966366	0,1653148	0	
28.07.2020 09:46:00,216	0,8505463	0,172895	0	
28.07.2020 09:46:00,473	1,351734	0,1808412	0	
28.07.2020 09:46:00,738	1,594442	0,1890103	0	
28.07.2020 09:46:00,998	1,525579	0,1946202	0	
28.07.2020 09:46:01,261	1,12411	0,1967785	0	
28.07.2020 09:46:01,528	0	0,1971492	0	
28.07.2020 09:46:01,797	0	0,1971492	0	
28.07.2020 09:46:02,67	0	0,1971492	0	
28.07.2020 09:46:02,336	0	0,1971492	0	
28.07.2020 09:46:02,598	0	0,1971492	0	
28.07.2020 09:46:02,861	0	0,1971492	0	
28.07.2020 09:46:03,123	0	0,1971492	0	
28.07.2020 09:46:03,379	0	0,1971492	0	
28.07.2020 09:46:03,650	0	0,1971492	0	
28.07.2020 09:46:03,921	0	0,1972625	0	
28.07.2020 09:46:04,191	0,183494	0,199692	0	
28.07.2020 09:46:04,450	0,2977111	0,2012839	0	
28.07.2020 09:46:04,701	0,3269182	0,2027258	0	
28.07.2020 09:46:04,953	0,3081356	0,2037925	0	
28.07.2020 09:46:05,216	0,2681925	0,2048323	0	
28.07.2020 09:46:05,487	0,2143069	0,2056905	0	
28.07.2020 09:46:05,762	0,1974326	0,2066073	0	
28.07.2020 09:46:06,28	0,1997956	0,2075659	0	
28.07.2020 09:46:06,294	0,2047281	0,2084289	0	
28.07.2020 09:46:06,575	0,2158472	0,2095709	0	
28.07.2020 09:46:06,825	0,2242711	0,2104981	0	
28.07.2020 09:46:07,79	0,2275717	0,2115134	0	
28.07.2020 09:46:07,334	0,230178	0,2125295	0	
28.07.2020 09:46:07,584	0,230618	0,2134533	0	
28.07.2020 09:46:07,845	0,2313364	0,2145431	0	
28.07.2020 09:46:08,100	0,2322248	0,215479	0	
28.07.2020 09:46:08,359	0,2322378	0,2164865	0	
28.07.2020 09:46:08,615	0,2328665	0,2175036	0	
28.07.2020 09:46:08,882	0,2333662	0,2185166	0	
28.07.2020 09:46:09,132	0,2337785	0,2194552	0	
28.07.2020 09:46:09,385	0,2345337	0,2204777	0	
28.07.2020 09:46:09,644	0,2349265	0,2215014	0	
28.07.2020 09:46:09,908	0,2358413	0,2226116	0	
28.07.2020 09:46:10,164	0,2396613	0,2238106	0	
28.07.2020 09:46:10,422	0,6322691	0,2302243	0	
28.07.2020 09:46:10,672	1,171075	0,2381581	0	
28.07.2020 09:46:10,926	1,54638	0,2456771	0	
28.07.2020 09:46:11,183	1,599533	0,2535097	0	
28.07.2020 09:46:11,436	1,402421	0,2572366	0	
28.07.2020 09:46:11,707	0,9204368	0,2589629	0	
28.07.2020 09:46:11,964	0,2847022	0,2592907	0	
28.07.2020 09:46:12,227	0	0,2592907	0	
28.07.2020 09:46:12,480	0	0,2592907	0	
28.07.2020 09:46:12,748	0	0,2592907	0	
28.07.2020 09:46:13,1	0	0,2592907	0	
28.07.2020 09:46:13,270	0,1443876	0,2612388	0	
28.07.2020 09:46:13,535	0,3248638	0,2637175	0	
28.07.2020 09:46:13,805	0,4391628	0,2658153	0	
28.07.2020 09:46:14,58	0,4405563	0,2676479	0	
28.07.2020 09:46:14,310	0,4162879	0,2691363	0	
28.07.2020 09:46:14,562	0,378261	0,2706069	0	
28.07.2020 09:46:14,825	0,3382241	0,272043	0	
28.07.2020 09:46:15,81	0,3347614	0,2734929	0	
28.07.2020 09:46:15,355	0,3378667	0,2751069	0	
28.07.2020 09:46:15,615	0,3441701	0,2766593	0	
28.07.2020 09:46:15,880	0,3520347	0,2782541	0	
28.07.2020 09:46:16,153	0,3627142	0,2800149	0	
28.07.2020 09:46:16,426	0,3689032	0,2816677	0	
28.07.2020 09:46:16,687	0,3738069	0,2833264	0	
28.07.2020 09:46:16,953	0,3776488	0,2851223	0	
28.07.2020 09:46:17,225	0,3796285	0,2867813	0	
28.07.2020 09:46:17,492	0,3815306	0,2885813	0	
28.07.2020 09:46:17,758	0,3831596	0,2901289	0	
28.07.2020 09:46:18,22	0,3850071	0,2919457	0	
28.07.2020 09:46:18,276	0,3877296	0,2936475	0	
28.07.2020 09:46:18,528	0,3898551	0,2953557	0	
28.07.2020 09:46:18,801	0,3924149	0,2970811	0	
28.07.2020 09:46:19,58	0,3946206	0,2988106	0	
28.07.2020 09:46:19,331	0,3961075	0,3006756	0	
28.07.2020 09:46:19,605	0,3979017	0,302414	0	
28.07.2020 09:46:19,870	0,3991007	0,3042833	0	
28.07.2020 09:46:20,125	0,4005215	0,3059025	0	
28.07.2020 09:46:20,388	0,4021773	0,3076706	0	
28.07.2020 09:46:20,647	0,6425675	0,3128117	0	
28.07.2020 09:46:20,914	1,134421	0,3214158	0	
28.07.2020 09:46:21,185	1,52038	0,3296624	0	
28.07.2020 09:46:21,455	1,601703	0,3388065	0	
28.07.2020 09:46:21,723	1,557387	0,3449736	0	
28.07.2020 09:46:21,996	1,150477	0,3475449	0	
28.07.2020 09:46:22,264	0,5622528	0,3482365	0	
28.07.2020 09:46:22,529	0	0,3482615	0	
28.07.2020 09:46:22,795	0	0,3482615	0	
28.07.2020 09:46:23,63	0	0,3482615	0	
28.07.2020 09:46:23,334	0,001569006	0,3487477	0	
28.07.2020 09:46:23,585	0,2571856	0,3518635	0	
28.07.2020 09:46:23,847	0,5491636	0,3555451	0	
28.07.2020 09:46:24,111	0,7542598	0,3587084	0	
28.07.2020 09:46:24,376	0,762588	0,362215	0	
28.07.2020 09:46:24,666	0,7411088	0,3654653	0	
28.07.2020 09:46:24,937	0,7014461	0,3685352	0	
28.07.2020 09:46:25,207	0,6621117	0,3713197	0	
28.07.2020 09:46:25,472	0,6553581	0,3741072	0	
28.07.2020 09:46:25,732	0,6550312	0,3771731	0	
28.07.2020 09:46:25,983	0,6584458	0,3798433	0	
28.07.2020 09:46:26,246	0,6642902	0,382782	0	
28.07.2020 09:46:26,498	0,6722772	0,3857661	0	
28.07.2020 09:46:26,756	0,6788512	0,3887672	0	
28.07.2020 09:46:27,16	0,685059	0,3917949	0	
28.07.2020 09:46:27,284	0,6912962	0,3948464	0	
28.07.2020 09:46:27,555	0,6965729	0,3981467	0	
28.07.2020 09:46:27,824	0,7013782	0,401226	0	
28.07.2020 09:46:28,96	0,7051704	0,4045479	0	
28.07.2020 09:46:28,356	0,7094364	0,4076672	0	
28.07.2020 09:46:28,617	0,7141293	0,4105628	0	
28.07.2020 09:46:28,879	0,7182273	0,4139584	0	
28.07.2020 09:46:29,152	0,7238622	0,4173849	0	
28.07.2020 09:46:29,419	0,7278471	0,4205717	0	
28.07.2020 09:46:29,687	0,7315701	0,4237792	0	
28.07.2020 09:46:29,937	0,7351969	0,426999	0	
28.07.2020 09:46:30,203	0,7387397	0,4302355	0	
28.07.2020 09:46:30,473	0,7434366	0,4337468	0	
28.07.2020 09:46:30,726	0,7468429	0,4368188	0	
28.07.2020 09:46:30,978	0,9659919	0,4435539	0	
28.07.2020 09:46:31,241	1,295095	0,4515653	0	
28.07.2020 09:46:31,511	1,566675	0,4604678	0	
28.07.2020 09:46:31,784	1,603587	0,4690346	0	
28.07.2020 09:46:32,52	1,609476	0,4785551	0	
28.07.2020 09:46:32,319	1,613035	0,4867596	0	
28.07.2020 09:46:32,580	1,390912	0,4905289	0	
28.07.2020 09:46:32,844	0,9384169	0,4925109	0	
